platform_item_id,market_hash_name,observed_at,sell_price_cny,sell_count,bid_price_cny,bid_count
553489946,StatTrak™ MP5-SD | Desert Strike (Battle-Scarred),2026-04-06 18:14:42.203921,0.93,21,,
553489741,StatTrak™ MP5-SD | Desert Strike (Factory New),2026-04-06 18:14:42.203921,10.02,36,6.0,5
553489724,StatTrak™ MP5-SD | Desert Strike (Field-Tested),2026-04-06 18:14:42.203921,1.14,44,0.69,103
553489727,StatTrak™ MP5-SD | Desert Strike (Minimal Wear),2026-04-06 18:14:42.203921,2.7,23,1.7,9
553489849,StatTrak™ MP5-SD | Desert Strike (Well-Worn),2026-04-06 18:14:42.203921,1.2,25,0.73,22
553482883,StatTrak™ MP5-SD | Gauss (Battle-Scarred),2026-04-06 17:47:41.993787,6.01,61,4.7,106
553482452,StatTrak™ MP5-SD | Gauss (Field-Tested),2026-04-06 17:45:46.830591,5.57,92,5.5,22
553482454,StatTrak™ MP5-SD | Gauss (Minimal Wear),2026-04-06 17:45:46.830591,11.89,34,8.4,11
553482453,StatTrak™ MP5-SD | Gauss (Well-Worn),2026-04-06 17:45:46.830591,5.23,60,3.7,9
553491697,StatTrak™ MP5-SD | Kitbash (Factory New),2026-04-06 18:17:42.319285,22.41,39,23.0,12
553480975,StatTrak™ MP5-SD | Phosphor (Battle-Scarred),2026-04-06 17:39:42.080123,45.9,20,36.7,6
553480794,StatTrak™ MP5-SD | Phosphor (Factory New),2026-04-06 17:39:42.080123,200.0,13,237.0,7
553480538,StatTrak™ MP5-SD | Phosphor (Field-Tested),2026-04-06 17:38:42.032204,46.42,27,37.2,11
553480903,StatTrak™ MP5-SD | Phosphor (Minimal Wear),2026-04-06 17:39:42.080123,85.35,21,65.0,8
553481062,StatTrak™ MP5-SD | Phosphor (Well-Worn),2026-04-06 17:39:42.080123,64.51,3,49.8,6
553370757,StatTrak™ MP7 | Akoben (Battle-Scarred),2026-04-06 17:04:42.865716,4.63,28,,
553370931,StatTrak™ MP7 | Akoben (Factory New),2026-04-06 17:04:42.865716,20.49,24,16.1,5
553370774,StatTrak™ MP7 | Akoben (Field-Tested),2026-04-06 17:04:42.865716,4.33,37,,
553370918,StatTrak™ MP7 | Akoben (Minimal Wear),2026-04-06 17:04:42.865716,7.88,57,,
553370969,StatTrak™ MP7 | Akoben (Well-Worn),2026-04-06 17:04:42.865716,7.3,15,,
24833,StatTrak™ MP7 | Armor Core (Battle-Scarred),2026-04-06 21:01:42.717314,9.08,12,,
23080,StatTrak™ MP7 | Armor Core (Factory New),2026-04-06 20:42:12.375446,15.34,72,14.8,7
23125,StatTrak™ MP7 | Armor Core (Field-Tested),2026-04-06 20:43:17.467436,5.99,99,3.9,14
23020,StatTrak™ MP7 | Armor Core (Minimal Wear),2026-04-06 20:42:12.375446,9.71,50,,
23218,StatTrak™ MP7 | Armor Core (Well-Worn),2026-04-06 20:44:22.539544,7.1,13,,
